poem_id,poem_text,caption,date_time
P0752,"உயிராக நீ இருக்க
உடல் மட்டும் நான்ஆவேன்
சிறு கணம் நீ பிரிந்தாலும்
சிலை இல்லை பிணம்ஆவேன்",மீண்டும் ஓர் காதல் மழை 316 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-12T21:53:08
P0753,"தொடுவாய் நல்உணர்வாய்
உன் உறவாய் நான் வரவே
மறவாய் இனிநகர்வாய்
புது உருவாய் நீ எழவே...",மீண்டும் ஓர் காதல் மழை 317 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-13T22:45:23
P0754,"உன்மீது இளைப்பாறும்
பனித்துளியாய் நான் இருந்தால்
உன் மேனி முழுவதுமாய்
ஒளி மின்ன செய்திடுவேன்",மீண்டும் ஓர் காதல் மழை 318 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-14T23:28:20
P0755,"உன்னோடு உரையாட
ஊர் தாண்டி வருவேனே
கருவிழியில் உனைக் காண
கடல் தாண்டி வருவேனே",மீண்டும் ஓர் காதல் மழை 319 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-15T23:42:21
P0756,"கண் இமைக்கும் நொடி நேரம்
காற்றில் வந்த உன் கீதம்
என் மனதின் கற்பனையோ
ஏற்றம் கொண்ட சொப்பனமோ",மீண்டும் ஓர் காதல் மழை 320 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-16T22:54:25
P0757,"நான் விரும்பும் உன் மடியில்
நாட்கள் போக வேண்டுமடி
ஞாபகங்கள் சேர்த்தபடி
நாமும் வாழ வேண்டுமடி...",மீண்டும் ஓர் காதல் மழை 321 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-17T23:47:22
P0758,"சத்தங்கள் பல கேட்டு
விழித்துக்கொண்ட என் நெஞ்சை
முத்தங்கள் சிலவற்றால்
மீண்டும் உறங்க செய்துவிட்டாள்",மீண்டும் ஓர் காதல் மழை 322 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-18T22:48:24
P0759,"அடைமழையோ விண்ணோடு
அலைந்திட வா என்னோடு
குடை ஒன்று காத்திருக்க
நனைந்திட வா என்னோடு",மீண்டும் ஓர் காதல் மழை 323 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-19T23:57:37
P0760,"சினம் ஏனோ
பிழை நானோ
பிடிவாதம்
கடப்பேனோ

மழை ஏனோ
துயர் நானோ
பதில் கூற
பிழைப்பேனோ",மீண்டும் ஓர் காதல் மழை 324 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-20T23:55:10
P0761,"ஒருபோதும் மறவாதே
உனை எண்ணி உருகாதே
கரம் ஒன்றை நீ நீட்ட
கரை சேர்ப்பேன் தயங்காதே...",மீண்டும் ஓர் காதல் மழை 325 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-21T23:30:54
P0762,"உன்னை சுமந்திடும் நெஞ்சிற்கு - உன்
உடமை சுமப்பதும் ஆனந்தம்
கரங்கள் பிரிந்து போனாலும் - உன்
கனவை சுமப்பதின் ஆனந்தம்",மீண்டும் ஓர் காதல் மழை 326 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-22T23:33:33
P0763,"எரிந்து போன பக்கங்களில்
ஏக்கம் மட்டும் நிரந்தரமோ
என்றும் போலே என் வாழ்க்கை
எல்லை இன்றி தவித்திடுமோ",மீண்டும் ஓர் காதல் மழை 327 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-23T23:52:05
P0764,"கண் எதிரே ஓவியமாய்
காதல் நிலா நீ வேண்டும்
கரம் கோர்த்து காவியமாய்
காதல் உலா வர வேண்டும்...",மீண்டும் ஓர் காதல் மழை 328 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-24T23:37:36
P0765,"கண் எதிரே ஓவியமாய்
காதல் நிலா நீ வேண்டும்
கரம் கோர்த்து காவியமாய்
காதல் உலா வர வேண்டும்...",மீண்டும் ஓர் காதல் மழை 328 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-24T23:37:36
P0766,"நித்தம் நீ இருக்கும்
நினைவை ரசித்தபடி
நேரம் கழியுதடி
நெஞ்சம் நெகிழும் படி",மீண்டும் ஓர் காதல் மழை 329 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-25T23:39:18
P0767,"இரவும் நீயே
இசையும் நீயே
இரண்டும் இணைந்த
இனிமை நீயே",மீண்டும் ஓர் காதல் மழை 330 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-26T23:41:50
P0768,"கண்ணில் பிறந்த காதல் பறவை
என்னை ஆண்டு வலம் வருதே - அது
மரங்கள் மறந்து மண்ணில் தவழ்ந்து
உன்னில் வாழ முறையிடுதே...",மீண்டும் ஓர் காதல் மழை 331 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-27T22:48:18
