poem_id,poem_text,caption,date_time
P0678,"கனவு அதன் கட்டளை
கண்களும் சொக்குதே
காதலின் கேள்வியால்
கரைகளும் மறைந்ததே",மீண்டும் ஓர் காதல் மழை 244 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-01T23:57:59
P0679,"அன்பில் நிறைந்த ஆருயிரே - உன்னை
அள்ளி அனைத்திடும் ஆசைக்கொண்டேன்
காரணம் ஏதும் இல்லாமல் - ஒரு
காவியம் படைத்திட காதல்கொண்டேன்",மீண்டும் ஓர் காதல் மழை 245 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-02T23:41:42
P0680,"காத்திருக்கும் வேளையிலே
காற்றில் வந்த உந்தன் மனம்
கண்கள் மூட சொல்லி என்னை
கனவில் மூழ்க செய்யுதடி...",மீண்டும் ஓர் காதல் மழை 246 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-03T23:48:27
P0681,"கண்ணில் நூறு வருத்தம் - உனை
காணும் நொடியில் மறைய
இன்னும் நூறு வருத்தம் - பின்
காணும் தருணம் எண்ணி...",மீண்டும் ஓர் காதல் மழை 247 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-04T23:50:55
P0682,"கடல் தொடும் ஞாயிறு
கரை தொட மறுப்பதேன்
விடைகளை கொண்டும் - பின்
விடைபெற துடிப்பதேன்...",மீண்டும் ஓர் காதல் மழை 248 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-05T23:41:41
P0683,"நித்தம் ஓர் ஆசை
நெஞ்சில் நீ வேண்டி
சித்தம் தெளிந்திட நான்
செல்லும் வழி வேண்டி...",மீண்டும் ஓர் காதல் மழை 249 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-06T23:31:47
P0684,"நேற்றான கனவுகள் நெஞ்சோடு இருக்கையில்
உன் போன்ற பெண் ஒருத்தி எனை ஆள்வதோ 

நீ காட்டும் திசைகளில் என் ஏக்கம் பறந்திட 
உன் கைகள் கோர்த்தே என் விதி மாறுதோ 

காலங்கள் யாவும் தினம் காதல் கதை கூற
கண்ணே நம் பின்னே ஓர் புது யாத்திரை

தூங்காத நிலவும் தினம் தொய்வாகி போக
கண்ணே நாம் நாளும் வரும் வளர்தேய்பிறை",மீண்டும் ஓர் காதல் மழை 250 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-07T23:43:19
P0685,"உயிரில் கலந்த உன்னதப் பூவே
உனை தினமும் உரசிட ஓர் வழி இதோ...

தரைகள் கடந்தும் மலைகள் கடந்தும் 
உன்னை பிடிக்கும் ஓர் வழி இதோ...",மீண்டும் ஓர் காதல் மழை 251 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-08T22:54:42
P0686,"வலிகள் புதிதல்ல - தினம்
வழிகள் தேடும் பாதங்களில்
உதிரம் கசிந்தாலும் - புது
உலகம் படைத்திடும் மோகங்களில்...",மீண்டும் ஓர் காதல் மழை 252 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-09T22:12:27
P0687,"பயம் ஏன் பதற்றம் ஏன்
பக்கத்தில் நீ வரவே... 
துயர் ஏன் துன்பங்கள் ஏன்
தூரங்கள் இடை வரவே...",மீண்டும் ஓர் காதல் மழை 253 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-10T23:27:12
P0688,"மடல் ஒன்றை நீ இயற்ற
மதி இங்கு மயங்கியதே
மரம் ஒன்று மலர் கண்டு
மனம் மகிழ உருகியதே",மீண்டும் ஓர் காதல் மழை 254 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-11T23:45:02
P0689,"மண் சேரா கண்ணீரே - நீ
மழையாக பொழியாதே
விண் சேரும் கனவெல்லாம் - இங்கு 
வீணாக மறையாதே...",மீண்டும் ஓர் காதல் மழை 255 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-12T23:32:04
P0690,"வானுயர பறந்தேனே
வானவில்லை கடந்தேனே
வஞ்சி அவள் சொல் ஒன்றால்
வாழ்க்கை அதை ரசித்தேனே...",மீண்டும் ஓர் காதல் மழை 256 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-13T23:06:49
P0691,"என்னுள்ளே ஏன் இந்த
ஏராள கனவுகள்
எல்லைகள் இல்லாமல்
எதிர்பார்க்கும் உணர்வுகள்",மீண்டும் ஓர் காதல் மழை 257 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-14T23:37:34
P0692,"இருளில் மூழ்கும் முன்பே - சிறு
வெளிச்சம் தந்தாய் அன்பே - பின்
இருளும் இனிமை என்றே - எனுள்
வெறுமை நீத்தாய் அன்றே...",மீண்டும் ஓர் காதல் மழை 258 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-15T22:55:40
P0693,"இருளில் மூழ்கும் முன்பே - சிறு
வெளிச்சம் தந்தாய் அன்பே - பின்
இருளும் இனிமை என்றே - எனுள்
வெறுமை நீத்தாய் அன்றே...",மீண்டும் ஓர் காதல் மழை 258 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-15T22:55:40
P0694,"புதிதாய் நான் தேடும்
புன்னகை நீயோ
புலரா காலைகளை
புதைப்பவள் நீயோ",மீண்டும் ஓர் காதல் மழை 259 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-16T23:10:45
P0695,"கனவெல்லாம் கற்பனையில்
கையில் பெற வழியில்லையே
காதல் அது கண்ணில் மட்டும்
கவியில் பெற விடையில்லையே",மீண்டும் ஓர் காதல் மழை 260 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-17T23:51:32
P0696,"கரைவாய் என் அன்பே
கரங்கள் கோர்திருக்க
கவனம் கலைந்தாலும்
கதை நான் கேட்டிருக்க",மீண்டும் ஓர் காதல் மழை 261 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-18T23:10:22
P0697,"எனக்குள் தொலைந்து போன
உந்தன் சிறு ஞாபகங்கள்
மஞ்சள் வெயில் கண்ணில் பட
மறு ஜென்மம் கொள்கிறதே",மீண்டும் ஓர் காதல் மழை 262 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-19T23:39:10
P0698,"இறுக்கமான சூழலிலே - உனை
இறுக பற்றும் ஆசைகொண்டேன்
இன்னல் யாவும் மறந்து இங்கே
இமைகள் மூடும் ஆசைகொண்டேன்...",மீண்டும் ஓர் காதல் மழை 263 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-20T22:18:20
P0699,"வெயிலும் வெக்கையும் என
வெதும்பி போகும் என் வாழ்வில்
குளிரும் குயிலிசையும் என
குழப்பம் விதைத்தவள் நீ அல்லவோ...",மீண்டும் ஓர் காதல் மழை 264 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-21T22:27:52
P0700,"கண்ணெதிரே கரைந்து போன
காதல் மேகம் தேடிச் சென்று
மண் அனைத்தும் மறைந்து போகும்
மாமழையை பெற்று வந்தேன்...",மீண்டும் ஓர் காதல் மழை 265 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-22T23:20:15
P0701,"ஒரு பார்வை தினம் வீச
ஓய்வில்லா நாடகங்கள்
விழியோரம் மொழி பேச
விலையில்லா காவியங்கள்",மீண்டும் ஓர் காதல் மழை 266 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-23T23:29:06
P0702,"உடன் வந்து நீ அமர
உடல் எங்கும் சிலிர்க்கிறதே
உரிமையாய் உடல் வருட
உயிர் இங்கே துடிக்கிறதே...",மீண்டும் ஓர் காதல் மழை 267 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-24T23:46:36
P0703,"இரு கைகள் இணையும் வேலை
இடையில் பிறந்த யுத்தம்
இருவருக்கும் பொதுவாய் அமைய
இனிமை நெஞ்சில் நித்தம்",மீண்டும் ஓர் காதல் மழை 268 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-25T23:28:04
P0704,"நான் கூறும் வார்த்தைகள் யாவும்
நரை வரையில் நிலைத்திடுமோ
நமை தீண்டா நிறைகளை போலே
நகைச்சுவையாய் மறைந்திடுமோ...",மீண்டும் ஓர் காதல் மழை 269 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-26T23:33:24
P0705,"அலை அலையாய் எண்ணங்கள்
அன்புடையாள் அருகில் வர
இளைப்பாறும் நெஞ்சிற்கு
இன்பம் பல அள்ளி தர",மீண்டும் ஓர் காதல் மழை 270 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-27T23:38:30
P0706,"காரணம் ஏதும் இல்லை
காய்ச்சல் வந்தது ஏனோ
கண்ணில் வெப்பமும் இல்லை
கண்ணீர் வந்ததும் ஏனோ",மீண்டும் ஓர் காதல் மழை 271 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-28T22:10:43
P0707,"காணாமல் போன அந்த
கார்மேக வாசனையில்
விடியாத காலையிலே
வீதி உலா நான் சென்றேன்",மீண்டும் ஓர் காதல் மழை 272 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-29T23:49:08
P0708,"சின்னஞ்சிறு ஆசைகளே - நீங்கள்
சிறகடிக்கும் காலம் எங்கே
கண்ணை மூடி திறக்கையிலே - நீங்கள்
கனவாய் போனால் ஞாயம் எங்கே",மீண்டும் ஓர் காதல் மழை 273 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-04-30T21:31:18
P0709,"மழை நேரத்தில் மனதோரத்தில்
விளையாடும் ஒரு பிள்ளை வெகு தூரத்தில்
குடை வேண்டுமா குளிர் தீண்டுமா
மறு நாளில் பணி வந்தால் மனம் தாங்குமா",மீண்டும் ஓர் காதல் மழை 274 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-01T23:55:39
P0710,"கண்களுக்கு தெரிவதில்லை
கால்கள் படும் வேதனைகள்
கன நேரம் உனை கான
காலம் கடந்த சாதனைகள்",மீண்டும் ஓர் காதல் மழை 275 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-02T23:49:17
P0711,"அரை மனதுடன்
பிறை நிலவொன்று
அருகில் உலவுதே

முரண் சில கொண்டு
முகம் சிவந்து அது
முறைத்துச் செல்லுதே",மீண்டும் ஓர் காதல் மழை 276 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-03T23:56:05
P0712,"புன்னகைக்க நேரம் இல்லை
பூவே உன்னை இரசித்திடவே
கண் இமைகள் மூடவில்லை
காதல் பார்வை கசிந்திடவே",மீண்டும் ஓர் காதல் மழை 277 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-04T23:38:19
P0713,"திசைகள் நாங்கென
என்றோ தெரியும்
அவையும் நீயென
இன்றே உணர்ந்தேன்",மீண்டும் ஓர் காதல் மழை 278 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-05T23:46:10
P0714,"உன்னை மறந்த உள்ளம் இங்கே
உரிமைக்காக வாடுதே
உலகம் திரிந்து உதிரம் கசிந்து
உனையே நித்தம் நாடுதே",மீண்டும் ஓர் காதல் மழை 279 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-06T23:22:08
P0715,"மாலை நேரத்தில்
மழையும் வெயிலும்
மாற்றம் காண்பது
உன் மடி சேரவோ",மீண்டும் ஓர் காதல் மழை 280 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-07T21:18:18
P0716,"கல் ஏந்தும் கவிதைக்கு
சொல் யாவும் நீ அன்பே
இல்லாத ஏக்கத்தின்
இலக்கணமும் நீ அன்பே...",மீண்டும் ஓர் காதல் மழை 281 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-08T22:51:26
P0717,"கல் ஏந்தும் கவிதைக்கு
சொல் யாவும் நீ அன்பே
இல்லாத ஏக்கத்தின்
இலக்கணமும் நீ அன்பே...",மீண்டும் ஓர் காதல் மழை 281 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-08T22:51:26
P0718,"எங்கேயோ நீ பறந்து
எண்ணங்கள் வீன் துறந்து
எதிர்பார்க்கும் என் நெஞ்சை
ஏமாற்றி சென்றாயோ",மீண்டும் ஓர் காதல் மழை 282 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-09T23:23:45
P0719,"வான் பார்த்த வறண்ட பூமி
வாழ்க்கை ஏந்த வேண்டுமடி
கான் ஆக மாற்றம் கண்டு
காதல் பூக்க வேண்டுமடி",மீண்டும் ஓர் காதல் மழை 283 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-10T23:35:10
P0720,"ஏன் இந்த இடைவெளியோ
என் நெஞ்சம் ஏங்கிடவோ
ஏமாற்றம் போதும் அன்பே
எனக்காக வாழ்க்கை இலகிடுமோ...",மீண்டும் ஓர் காதல் மழை 284 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-11T23:50:51
P0721,"உன் கைகள் கோர்த்து நித்தம்
ஊர் சுற்ற வேண்டினேன்
எல்லைகள் தாண்டி எந்தன்
ஏக்கங்கள் போக்கினேன்...",மீண்டும் ஓர் காதல் மழை 285 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-12T23:34:29
P0722,"வெகு தூரம் இல்லை
வெறுமை நான் வெல்ல
தொலைதூரம் தாண்டி
தனிமை நான் வெல்ல",மீண்டும் ஓர் காதல் மழை 286 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-13T22:58:40
P0723,"எனை அழைத்திடும் கனவே - நீ
எனை கலைப்பது சரியோ - உடன்
அவள் வரும் தினம் காண - நீ
உயிர் வருந்துதல் சரியோ",மீண்டும் ஓர் காதல் மழை 287 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-14T23:00:24
P0724,"மனம் நிறைந்த மானிடன் நான்
மனு ஒன்றை ஏந்தி நின்றேன்
கனவு எதுவென தெரியாத
காலை குழப்பம் நீக்க சொன்னேன்...",மீண்டும் ஓர் காதல் மழை 288 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-15T23:29:40
P0725,"சிற்றின்பம் என் வாழ்வில்
சிரித்து வழிந்த உன் கண்ணீர்
நெற்றி மீது இதழ் எச்சம்
பெற்று தந்த உன் காதல்",மீண்டும் ஓர் காதல் மழை 289 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-16T22:40:58
P0726,"விடைஇல்லா கேள்விகளால்
இடைமறிக்கப் பட்டேனே
ஒளிஇல்லா பாதையிலே
வழி மறந்து போனேனே",மீண்டும் ஓர் காதல் மழை 290 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-17T23:49:10
P0727,"கண்ணீர் சுமந்திடும் கண்களுக்கு
பெண்ணே ஓர் நாள் விடுமுறை தா
நெஞ்சில் உள்ள நினைவுகளை
நேரில் கண்டிட விடுதலை தா",மீண்டும் ஓர் காதல் மழை 291 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-18T23:31:42
P0728,"பாவங்கள் பல சுமக்கும்
பாவி என பலர் இருக்க
கோபங்கள் மட்டும் ஏன்
கொட்டியது என்மீதே...",மீண்டும் ஓர் காதல் மழை 292 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-19T23:27:10
P0729,"நீ பேசும் சொல் வேண்டி
நிமிடங்கள் உறைகிறதே
இல்லாத நாள் ஒன்று
இருள் சூழ மறைகிறதே...",மீண்டும் ஓர் காதல் மழை 293 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-20T23:38:42
P0730,"பிழை உண்டோ என்மீது
மழை மேகம் ஏன்
உனை என்னும் விழிகளிலே
அணை இல்லை ஏன்",மீண்டும் ஓர் காதல் மழை 294 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-21T23:28:07
P0731,"இரவின் நீளத்தில்
உன்னோடு ஓர் வார்த்தை
இதமாய் என் நெஞ்சில்
உயிர் ஊட்ட வருகிறதே...",மீண்டும் ஓர் காதல் மழை 295 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-22T23:53:48
P0732,"உன்மீது நான் சாய்ந்து
உள்ளத்தின் சொல் கேட்டு
உற்சாகம் பொங்கும் வண்ணம்
உயிர் உணர்த்தவா அன்பே...",மீண்டும் ஓர் காதல் மழை 296 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-23T23:39:38
P0733,"இரவின் கதவுகளை
இதயம் திறந்திடுமோ
பகலும் வெயிலும் மறந்து
பல நாள் உறங்கிடுமோ...",மீண்டும் ஓர் காதல் மழை 297 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-24T23:45:10
P0734,"முழுமதியாய் நீ இருக்க
முகவரியாய் நான் இருக்க
இடை வரும் இந்த தூரத்தை
இருவருமாய் கடந்திடலாம் வா...",மீண்டும் ஓர் காதல் மழை 298 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-25T23:46:50
P0735,"காதோரம் ஒரு கேள்வி கரைந்தோடுதே
கண் முன்னே உன் மாயை மறைந்தோடுதே
நீங்காத நினைவலையில் நீந்திக்கொண்டே
நில்லாமல் என் கண்ணீர் விரைந்தோடுதே...",மீண்டும் ஓர் காதல் மழை 299 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-26T23:33:25
P0736,"குறையாத காதல் எனை
குழந்தையென மாற்ற
நிறை சூழ்ந்த என் நெஞ்சில்
நிறைந்ததெல்லாம் நீயே",மீண்டும் ஓர் காதல் மழை 300 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-27T22:43:14
P0737,"போகும் இடமெல்லாம்
பூங்காற்று வீசிடுமோ
கோதை உன் தயவால்
பூவெல்லாம் பேசிடுமோ",மீண்டும் ஓர் காதல் மழை 301 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-28T23:00:11
P0738,"தொடுதூர இடைவெளியில்
தொலைதூர பயணங்கள்
விடை நூறு கொடுத்திடவும்
விரல் கோர்க்கும் தருணங்கள்",மீண்டும் ஓர் காதல் மழை 302 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-29T23:37:06
P0739,"உள்ளம் மலர்ந்திடும்
ஒவ்வொரு தருணமும்
உன்னை நினைத்திடும்
ஒப்பிலா ஞாபகம்",மீண்டும் ஓர் காதல் மழை 303 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-30T23:08:34
P0740,"பிரிந்து போகும் பாதைகளில்
மறைந்து போன மானிடன் நான்
தொலைந்த என்னை கூட்டிச்செல்ல
விரைந்து வா என் கண்மணியே...",மீண்டும் ஓர் காதல் மழை 304 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-05-31T23:13:51
P0741,"குறுஞ்செய்தி என் நெஞ்சம்
நெடுங்கதையாய் உன் நெஞ்சம்
குறையாத நம் காதல்
நெருக்கத்தின் உரையாடல்",மீண்டும் ஓர் காதல் மழை 305 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-01T22:16:04
P0742,"கனவில் நான் கொண்ட
காதல் கதை எல்லாம் - உன்
கரங்கள் கோர்த்தே எனை
கரைசேர சொல்லுதே...",மீண்டும் ஓர் காதல் மழை 306 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-02T23:48:02
P0743,"ஆயிரம் கனவுகளை
சுமந்து சென்ற தொடர்வண்டி
ஆதவன் மறைந்த கணம்
அதனுடன் மறைந்ததென்ன

காலையும் திரும்பிட
ஆதவன் வந்துவிட்டான்
ஆயினும் மறைந்திட்ட
கனவுஅவன் தொலைந்துவிட்டான்",மீண்டும் ஓர் காதல் மழை 307 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-03T23:41:39
P0744,"எந்தன் உலகம்
எங்கே எனநான்
என்னும் தருணம்
என்னுள் இருந்தாள்",மீண்டும் ஓர் காதல் மழை 308 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-04T21:43:52
P0745,"காய்ந்து போன கானின் மீது
காதல் மழை பொழிகிறதே
ஓய்ந்த பின்னும் ஓடை தன்னில்
வாழ்வை தேடி வழிகிறதே...",மீண்டும் ஓர் காதல் மழை 309 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-05T23:48:25
P0746,"வெண்மதியே உன்அகிலன்
கண்இமைத்து பார்க்கும் வேலை
வான்மறைந்து போனதென்ன
நான்இழைத்த தாமதமா...",மீண்டும் ஓர் காதல் மழை 310 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-06T23:55:31
P0747,"புன்னகைத்த நேரம் போக
கண்இமைக்க நேரம்இல்லை
எங்கிருந்தோ வந்த இன்னல்
என்னவளால் பாரம்இல்லை",மீண்டும் ஓர் காதல் மழை 311 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-07T23:38:10
P0748,"உன் நினைவின் வாசத்தை
வழி காட்ட ஆணையிட்டு
ஊர் தாண்டி செல்கின்றேன்
உயிர் தேடி அலைகின்றேன்...",மீண்டும் ஓர் காதல் மழை 312 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-08T21:57:13
P0749,"தலை எங்கே விரல் எங்கே
அறியாத என் நெஞ்சை - உன்
அரை இமை மயிர் உதிர்வதையும்
அறியச்செய்த மாயம் என்ன...",மீண்டும் ஓர் காதல் மழை 313 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-09T23:18:50
P0750,"மறவாத மனதிற்கு
மறு பேச்சில் தடுமாற்றம்
அறியாத சூழ்நிலையால்
அகம் ஏற்கும் புதிராட்டம்",மீண்டும் ஓர் காதல் மழை 314 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-10T23:03:28
P0751,"உறங்கா விழிகளை கேட்டறிந்தேன்
உயிரில் இத்தனை உணர்வுகளா
உதிரம் சிதறும் உரிமை இருந்தும்
உலகம் மறக்கும் தளர்வுகளா",மீண்டும் ஓர் காதல் மழை 315 #php #peachhouseperson #arivalan #மீண்டும்ஓர்காதல்மழை #meendumorkaadhalmazhai #காதல் #kadhalthinamthinam,2023-06-11T22:37:40
